,Grade,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도,보온재,고도,음/양지_0,음/양지_1,가정용/일반용_0,가정용/일반용_1
1379,1,0.258278146,0,0.049180328,0,0.713325868,0,1,1,0,1,0
1380,1,0.337748344,0.284602557,0.081967213,0,0.577827548,0,1,1,0,1,0
1381,1,0.506622517,0.351862146,0.131147541,0,0.352743561,0,1,1,0,1,0
1382,1,0.639072848,0.83963313,0.114754098,0,0.221724524,0,1,1,0,1,0
1383,1,0.675496689,0.160088938,0.147540984,0,0.245240761,0,1,1,0,1,0
1384,2,0.71192053,0.555864369,0.31147541,0,0.200447928,0,1,1,0,1,0
1385,2,0.738410596,0.618677043,0.180327869,0,0.179171333,0,1,1,0,1,0
1386,2,0.71192053,0.319622012,0.163934426,0,0.173572228,0,1,1,0,1,0
1387,2,0.708609272,0.252362424,0.229508197,0,0.169092945,0,1,1,0,1,0
1388,2,0.639072848,0.531684269,0.114754098,0,0.236282195,0,1,1,0,1,0
1389,2,0.556291391,0,0.032786885,0,0.337066069,0,1,1,0,1,0
1390,2,0.509933775,0,0.016393443,0,0.389697648,0,1,1,0,1,0
1391,1,0.473509934,0,0,0,0.410974244,0,1,1,0,1,0
1392,1,0.417218543,0,0.016393443,0,0.49944009,0,1,1,0,1,0
1393,1,0.417218543,0,0.032786885,0,0.502799552,0,1,1,0,1,0
1394,1,0.417218543,0,0,0,0.530795073,0,1,1,0,1,0
1415,1,0.400662252,0,0.032786885,0,0.393057111,0,1,1,0,1,0
1416,1,0.354304636,0,0.016393443,0,0.456886898,0,1,1,0,1,0
1417,1,0.311258278,0,0.032786885,0,0.509518477,0,1,1,0,1,0
1418,1,0.28807947,0,0.032786885,0,0.557670773,0,1,1,0,1,0
1419,1,0.258278146,0.126459144,0.081967213,0,0.59462486,0,1,1,0,1,0
1420,1,0.245033113,0,0.032786885,0,0.609182531,0,1,1,0,1,0
1421,1,0.225165563,0,0,0,0.633818589,0,1,1,0,1,0
1422,1,0.195364238,0,0.016393443,0,0.683090705,0,1,1,0,1,0
1423,1,0.182119205,0,0,0,0.71668533,0,1,1,0,1,0
1424,1,0.175496689,0,0,0,0.720044793,0,1,1,0,1,0
1425,1,0.162251656,0,0,0,0.735722284,0,1,1,0,1,0
1426,1,0.165562914,0,0,0,0.758118701,0,1,1,0,1,0
1427,1,0.291390728,0,0.06557377,0,0.637178052,0,1,1,0,1,0
1428,1,0.437086093,0.280155642,0.131147541,0,0.477043673,0,1,1,0,1,0
1429,1,0.612582781,0.398832685,0.131147541,0,0.29787234,0,1,1,0,1,0
1430,2,0.695364238,0.152584769,0.278688525,0,0.198208287,0,1,1,0,1,0
1431,2,0.761589404,0.948304614,0.37704918,0,0.120940649,0,1,1,0,1,0
1432,2,0.784768212,0.03557532,0.37704918,0,0.104143337,0,1,1,0,1,0
1433,2,0.78807947,0.998888271,0.278688525,0,0.078387458,0,1,1,0,1,0
1434,2,0.764900662,0.219844358,0.409836066,0,0.097424412,0,1,1,0,1,0
1435,2,0.748344371,0.261256253,0.393442623,0,0.123180291,0,1,1,0,1,0
1436,2,0.625827815,0.352695942,0.131147541,0,0.211646137,0,1,1,0,1,0
1437,2,0.5,0,0.016393443,0,0.31131019,0,1,1,0,1,0
1438,2,0.427152318,0,0,0,0.402015677,0,1,1,0,1,0
1439,2,0.38410596,0,0.06557377,0,0.449048152,0,1,1,0,1,0
1440,1,0.354304636,0,0.016393443,0,0.493840985,0,1,1,0,1,0
1441,1,0.32781457,0,0.016393443,0,0.521836506,0,1,1,0,1,0
1442,1,0.334437086,0,0,0,0.546472564,0,1,1,0,1,0
1443,1,0.291390728,0,0.049180328,0,0.585666293,0,1,1,0,1,0
1444,1,0.30794702,0,0.032786885,0,0.582306831,0,1,1,0,1,0
1445,1,0.291390728,0,0.049180328,0,0.628219485,0,1,1,0,1,0
1446,1,0.28807947,0,0.016393443,0,0.665173572,0,1,1,0,1,0
1447,1,0.304635762,0,0.016393443,0,0.632698768,0,1,1,0,1,0
1448,1,0.311258278,0.487493052,0.114754098,0,0.606942889,0,1,1,0,1,0
1449,1,0.274834437,0,0.032786885,0,0.643896976,0,1,1,0,1,0
1450,1,0.261589404,0,0.016393443,0,0.673012318,0,1,1,0,1,0
1451,1,0.367549669,0,0.032786885,0,0.561030235,0,1,1,0,1,0
1452,1,0.5,0.291828794,0.081967213,0,0.366181411,0,1,1,0,1,0
1453,1,0.682119205,0.257087271,0.114754098,0,0.241881299,0,1,1,0,1,0
1454,1,0.761589404,0.020566982,0.196721311,0,0.171332587,0,1,1,0,1,0
1455,2,0.78807947,0.10561423,0.37704918,0,0.119820829,0,1,1,0,1,0
1456,2,0.811258278,0.228460256,0.229508197,0,0.09518477,0,1,1,0,1,0
1457,2,0.841059603,0.683713174,0.229508197,0,0.077267637,0,1,1,0,1,0
1458,2,0.817880795,0.046414675,0.31147541,0,0.087346025,0,1,1,0,1,0
1459,2,0.794701987,0.662034464,0.098360656,0,0.103023516,0,1,1,0,1,0
1460,2,0.652317881,0,0.049180328,0,0.195968645,0,1,1,0,1,0
1461,2,0.539735099,0.407726515,0.081967213,0,0.301231803,0,1,1,0,1,0
1462,2,0.5,0,0.032786885,0,0.441209406,0,1,1,0,1,0
1463,2,0.466887417,0,0.016393443,0,0.505039194,0,1,1,0,1,0
1464,2,0.440397351,0,0.049180328,0,0.641657335,0,1,1,0,1,0
1465,2,0.407284768,0,0.016393443,0,0.70212766,0,1,1,0,1,0
1466,2,0.387417219,0,0,0,0.760358343,0,1,1,0,1,0
1467,2,0.360927152,0,0.016393443,0,0.82418813,0,1,1,0,1,0
1468,1,0.334437086,0,0,0,0.846584546,0,1,1,0,1,0
1469,1,0.32781457,0,0.016393443,0,0.871220605,0,1,1,0,1,0
1470,1,0.311258278,0,0.049180328,0,0.885778275,0,1,1,0,1,0
1471,1,0.311258278,0,0,0,0.913773796,0,1,1,0,1,0
1472,1,0.324503311,0,0.016393443,0,0.866741321,0,1,1,0,1,0
1473,1,0.334437086,0,0,0,0.89137738,0,1,1,0,1,0
1474,1,0.341059603,0,0.016393443,0,0.89137738,0,1,1,0,1,0
1475,1,0.427152318,0,0.016393443,0,0.789473684,0,1,1,0,1,0
1476,1,0.586092715,0.801000556,0.098360656,0,0.623740202,0,1,1,0,1,0
1477,1,0.701986755,0.481100611,0.147540984,0,0.501679731,0,1,1,0,1,0
1478,2,0.768211921,0.861033908,0.180327869,0,0.478163494,0,1,1,0,1,0
1479,2,0.778145695,0.017231795,0.360655738,0,0.433370661,0,1,1,0,1,0
1480,2,0.821192053,0.825180656,0.360655738,0,0.370660694,0,1,1,0,1,0
1481,2,0.814569536,0.924680378,0.295081967,0,0.298992161,0,1,1,0,1,0
1482,2,0.801324503,0.026125625,0.327868852,0,0.278835386,0,1,1,0,1,0
1483,2,0.784768212,0.001111729,0.344262295,0,0.304591265,0,1,1,0,1,0
1484,2,0.764900662,0.986381323,0.229508197,0,0.342665174,0,1,1,0,1,0
1485,2,0.622516556,0,0.032786885,0,0.490481523,0,1,1,0,1,0
1486,2,0.599337748,0.812395775,0.114754098,0,0.507278835,0,1,1,0,1,0
1487,2,0.61589404,0,0.049180328,0,0.651735722,0,1,1,0,1,0
1488,2,0.526490066,0.557809894,0.098360656,0,0.732362822,0,1,1,0,1,0
1489,2,0.493377483,0,0.049180328,0,0.809630459,0,1,1,0,1,0
1490,2,0.460264901,0,0,0,0.857782755,0,1,1,0,1,0
1491,2,0.430463576,0,0.06557377,0,0.93281075,0,1,1,0,1,0
1492,2,0.40397351,0,0.016393443,0,0.978723404,0,1,1,0,1,0
1493,2,0.370860927,0,0.016393443,0,1,0,1,1,0,1,0
1494,2,0.354304636,0,0.016393443,0,1,0,1,1,0,1,0
1495,2,0.337748344,0,0,0,1,0,1,1,0,1,0
1496,2,0.357615894,0,0.032786885,0,1,0,1,1,0,1,0
1497,1,0.364238411,0,0.049180328,0,1,0,1,1,0,1,0
1498,2,0.367549669,0,0.016393443,0,1,0,1,1,0,1,0
1499,2,0.430463576,0.714285714,0.081967213,0,1,0,1,1,0,1,0
1500,2,0.589403974,0.196498054,0.098360656,0,0.739081747,0,1,1,0,1,0
1501,2,0.745033113,0.030016676,0.147540984,0,0.530795073,0,1,1,0,1,0
1502,2,0.778145695,0.001389661,0.213114754,0,0.466965286,0,1,1,0,1,0
1503,2,0.831125828,0.687604225,0.131147541,0,0.268756999,0,1,1,0,1,0
1504,2,0.817880795,0.663702057,0.180327869,0,0.277715566,0,1,1,0,1,0
1505,2,0.821192053,0.732073374,0.360655738,0,0.251959686,0,1,1,0,1,0
1506,2,0.824503311,0.762923847,0.344262295,0,0.188129899,0,1,1,0,1,0
1507,2,0.817880795,0.754863813,0.344262295,0,0.170212766,0,1,1,0,1,0
1508,2,0.751655629,0.712340189,0.229508197,0,0.204927212,0,1,1,0,1,0
1509,2,0.61589404,0,0.06557377,0,0.294512878,0,1,1,0,1,0
1510,2,0.549668874,0,0.06557377,0,0.370660694,0,1,1,0,1,0
1511,2,0.59602649,0.658421345,0.147540984,0,0.301231803,0,1,1,0,1,0
1512,2,0.503311258,0.041411895,0.147540984,0,0.423292273,0,1,1,0,1,0
1513,2,0.5,0.420233463,0.114754098,0,0.477043673,0,1,1,0,1,0
1514,2,0.609271523,0.76848249,0.557377049,0,0.458006719,0,1,1,0,1,0
1515,2,0.556291391,0.759866593,0.262295082,0,0.470324748,0,1,1,0,1,0
1516,2,0.486754967,0.585603113,0.196721311,0,0.483762598,0,1,1,0,1,0
1517,2,0.493377483,0.732073374,0.475409836,0,0.380739082,0,1,1,0,1,0
1518,2,0.463576159,0.739299611,0.459016393,0,0.414333707,0,1,1,0,1,0
1519,2,0.440397351,0.696220122,0.180327869,0,0.437849944,0,1,1,0,1,0
1520,1,0.331125828,0,0.06557377,0,0.659574468,0,1,1,0,1,0
1521,1,0.298013245,0,0.06557377,0,0.658454647,0,1,1,0,1,0
1522,1,0.268211921,0,0.049180328,0,0.714445689,0,1,1,0,1,0
1523,2,0.374172185,0.27348527,0.081967213,0,0.602463606,0,1,1,0,1,0
1524,2,0.529801325,0.203724291,0.295081967,0,0.361702128,0,1,1,0,1,0
1525,2,0.51986755,0.744858255,0.704918033,0,0.246360582,0,1,1,0,1,0
1526,2,0.579470199,0.780433574,0.393442623,0,0.218365062,0,1,1,0,1,0
1527,2,0.556291391,0.758198999,0.655737705,0,0.206047032,0,1,1,0,1,0
1528,2,0.562913907,0.66286826,0.590163934,0,0.20268757,0,1,1,0,1,0
1529,2,0.559602649,0.521400778,0.475409836,0,0.207166853,0,1,1,0,1,0
1530,2,0.533112583,0.740967204,0.655737705,0,0.225083987,0,1,1,0,1,0
1531,2,0.5,0.748193441,0.540983607,0,0.247480403,0,1,1,0,1,0
1532,2,0.450331126,0.734018899,0.475409836,0,0.285554311,0,1,1,0,1,0
1533,2,0.410596026,0.705391884,0.639344262,0,0.312430011,0,1,1,0,1,0
1534,1,0.344370861,0.651473041,0.163934426,0,0.375139978,0,1,1,0,1,0
1535,1,0.281456954,0.504168983,0.098360656,0,0.466965286,0,1,1,0,1,0
1536,1,0.248344371,0.677042802,0.081967213,0,0.479283315,0,1,1,0,1,0
1537,1,0.215231788,0.611172874,0.081967213,0,0.510638298,0,1,1,0,1,0
1538,1,0.225165563,0.422734853,0.131147541,0,0.427771557,0,1,1,0,1,0
1539,1,0.185430464,0,0.06557377,0,0.503919373,0,1,1,0,1,0
1540,1,0.185430464,0.38299055,0.131147541,0,0.497200448,0,1,1,0,1,0
1541,1,0.139072848,0,0.049180328,0,0.597984323,0,1,1,0,1,0
1542,1,0.122516556,0.364924958,0.081967213,0,0.625979843,0,1,1,0,1,0
1543,1,0.105960265,0,0.06557377,0,0.684210526,0,1,1,0,1,0
1544,3,0.089403974,0.775430795,0.098360656,0,0.727883539,0,1,1,0,1,0
1545,1,0.069536424,0,0.049180328,0,0.745800672,0,1,1,0,1,0
1546,1,0.11589404,0,0.049180328,0,0.745800672,0,1,1,0,1,0
1547,1,0.251655629,0.338799333,0.131147541,0,0.574468085,0,1,1,0,1,0
1548,1,0.370860927,0.032518066,0.180327869,0,0.406494961,0,1,1,0,1,0
1549,1,0.420529801,0.992773763,0.295081967,0,0.305711086,0,1,1,0,1,0
1550,1,0.447019868,0.727348527,0.508196721,0,0.211646137,0,1,1,0,1,0
1551,2,0.447019868,0.872429127,0.508196721,0,0.207166853,0,1,1,0,1,0
1552,2,0.433774834,0.973874375,0.409836066,0,0.222844345,0,1,1,0,1,0
1553,2,0.430463576,0.948026681,0.508196721,0,0.239641657,0,1,1,0,1,0
1554,2,0.40397351,0.766259033,0.819672131,0,0.200447928,0,1,1,0,1,0
1555,2,0.38410596,0.75069483,0.885245902,0,0.208286674,0,1,1,0,1,0
1556,1,0.347682119,0.726236798,0.590163934,0,0.238521837,0,1,1,0,1,0
1557,1,0.324503311,0.742634797,0.491803279,0,0.240761478,0,1,1,0,1,0
1558,1,0.281456954,0.806003335,0.229508197,0,0.291153415,0,1,1,0,1,0
1559,1,0.241721854,0.815453029,0.114754098,0,0.350503919,0,1,1,0,1,0
1560,1,0.251655629,0.940522513,0.163934426,0,0.307950728,0,1,1,0,1,0
1561,1,0.241721854,0.75569761,0.278688525,0,0.307950728,0,1,1,0,1,0
1562,1,0.235099338,0.750416898,0.31147541,0,0.313549832,0,1,1,0,1,0
1563,1,0.215231788,0.680100056,0.180327869,0,0.333706607,0,1,1,0,1,0
1564,1,0.198675497,0.845747638,0.163934426,0,0.31131019,0,1,1,0,1,0
1565,1,0.195364238,0.029460812,0.31147541,0,0.353863382,0,1,1,0,1,0
1566,1,0.165562914,0.058087827,0.180327869,0,0.407614782,0,1,1,0,1,0
1567,1,0.158940397,0.068927182,0.344262295,0,0.424412094,0,1,1,0,1,0
1568,1,0.109271523,0.574763758,0.163934426,0,0.473684211,0,1,1,0,1,0
1569,1,0.052980132,0,0.032786885,0,0.599104143,0,1,1,0,1,0
1570,1,0.062913907,0,0.032786885,0,0.601343785,0,1,1,0,1,0
1571,1,0.182119205,0.266259033,0.114754098,0,0.497200448,0,1,1,0,1,0
1572,1,0.264900662,0.290717065,0.262295082,0,0.305711086,0,1,1,0,1,0
1573,1,0.314569536,0.127570873,0.606557377,0,0.270996641,0,1,1,0,1,0
1574,1,0.364238411,0.138132296,0.475409836,0,0.225083987,0,1,1,0,1,0
1575,1,0.450331126,0.061978877,0.540983607,0,0.151175812,0,1,1,0,1,0
1576,1,0.48013245,0.049193997,0.491803279,0,0.131019037,0,1,1,0,1,0
1577,1,0.460264901,0.061145081,0.426229508,0,0.118701008,0,1,1,0,1,0
1578,2,0.466887417,0.000555864,0.393442623,0,0.103023516,0,1,1,0,1,0
1579,2,0.443708609,0.058921623,0.475409836,0,0.110862262,0,1,1,0,1,0
1580,2,0.417218543,0.075597554,0.409836066,0,0.136618141,0,1,1,0,1,0
1581,1,0.298013245,0,0.06557377,0,0.255319149,0,1,1,0,1,0
1582,1,0.231788079,0,0.016393443,0,0.343784994,0,1,1,0,1,0
1583,1,0.19205298,0,0.06557377,0,0.41881299,0,1,1,0,1,0
1584,1,0.152317881,0,0.032786885,0,0.484882419,0,1,1,0,1,0
1585,1,0.135761589,0,0.016393443,0,0.48600224,0,1,1,0,1,0
1586,1,0.112582781,0,0.016393443,0,0.518477044,0,1,1,0,1,0
1587,1,0.079470199,0,0,0,0.59462486,0,1,1,0,1,0
1588,1,0.072847682,0,0,0,0.610302352,0,1,1,0,1,0
1589,1,0.052980132,0,0.016393443,0,0.636058231,0,1,1,0,1,0
1590,1,0.033112583,0,0.016393443,0,0.655095185,0,1,1,0,1,0
1591,1,0.01986755,0,0,0,0.704367301,0,1,1,0,1,0
1592,1,0.006622517,0,0,0,0.739081747,0,1,1,0,1,0
1593,1,0.006622517,0,0,0,0.724524076,0,1,1,0,1,0
1594,1,0.046357616,0,0.032786885,0,0.721164614,0,1,1,0,1,0
1595,1,0.165562914,0,0.06557377,0,0.599104143,0,1,1,0,1,0
1596,1,0.301324503,0.19594219,0.131147541,0,0.39193729,0,1,1,0,1,0
1597,1,0.413907285,0.736242357,0.196721311,0,0.235162374,0,1,1,0,1,0
1598,1,0.516556291,0.269872151,0.229508197,0,0.232922732,0,1,1,0,1,0
1599,1,0.579470199,0.15397443,0.163934426,0,0.184770437,0,1,1,0,1,0
1600,2,0.61589404,0.047526404,0.31147541,0,0.171332587,0,1,1,0,1,0
1601,2,0.662251656,0.717342968,0.163934426,0,0.147816349,0,1,1,0,1,0
1602,2,0.655629139,0.102279044,0.180327869,0,0.136618141,0,1,1,0,1,0
1603,2,0.649006623,0.51528627,0.163934426,0,0.137737962,0,1,1,0,1,0
1604,2,0.523178808,0,0.06557377,0,0.239641657,0,1,1,0,1,0
1605,2,0.430463576,0,0.049180328,0,0.318029115,0,1,1,0,1,0
1606,2,0.397350993,0,0.016393443,0,0.388577828,0,1,1,0,1,0
1607,1,0.374172185,0,0,0,0.417693169,0,1,1,0,1,0
1608,1,0.367549669,0.765703168,0.081967213,0,0.440089586,0,1,1,0,1,0
1609,1,0.334437086,0,0.032786885,0,0.497200448,0,1,1,0,1,0
1610,1,0.334437086,0.73790995,0.098360656,0,0.501679731,0,1,1,0,1,0
1611,1,0.344370861,0,0.032786885,0,0.49944009,0,1,1,0,1,0
1612,1,0.354304636,0,0.049180328,0,0.508398656,0,1,1,0,1,0
1613,1,0.357615894,0,0,0,0.519596865,0,1,1,0,1,0
1614,1,0.360927152,0,0,0,0.501679731,0,1,1,0,1,0
1615,1,0.367549669,0,0.049180328,0,0.509518477,0,1,1,0,1,0
1616,1,0.377483444,0,0.049180328,0,0.501679731,0,1,1,0,1,0
1617,1,0.370860927,0,0.032786885,0,0.51287794,0,1,1,0,1,0
1618,1,0.364238411,0,0.016393443,0,0.534154535,0,1,1,0,1,0
1619,1,0.437086093,0.220956087,0.098360656,0,0.433370661,0,1,1,0,1,0
1620,1,0.496688742,0,0.06557377,0,0.358342665,0,1,1,0,1,0
1621,1,0.589403974,0.277098388,0.098360656,0,0.260918253,0,1,1,0,1,0
1622,2,0.619205298,0.004446915,0.409836066,0,0.226203807,0,1,1,0,1,0
1623,2,0.645695364,1,0.295081967,0,0.26987682,0,1,1,0,1,0
1624,2,0.645695364,0.329627571,0.196721311,0,0.29787234,0,1,1,0,1,0
1625,2,0.67218543,0.035853252,0.442622951,0,0.187010078,0,1,1,0,1,0
1626,2,0.652317881,0.995831017,0.409836066,0,0.169092945,0,1,1,0,1,0
1627,2,0.61589404,0.975541968,0.37704918,0,0.238521837,0,1,1,0,1,0
1628,2,0.562913907,0.001111729,0.081967213,0,0.301231803,0,1,1,0,1,0
1629,2,0.5,0.371039466,0.114754098,0,0.379619261,0,1,1,0,1,0
1630,2,0.433774834,0.392718177,0.114754098,0,0.478163494,0,1,1,0,1,0
1631,1,0.450331126,0.827126181,0.163934426,0,0.483762598,0,1,1,0,1,0
1632,1,0.400662252,0,0.032786885,0,0.583426652,0,1,1,0,1,0
1633,1,0.367549669,0,0.016393443,0,0.627099664,0,1,1,0,1,0
1634,1,0.350993377,0.449694275,0.114754098,0,0.640537514,0,1,1,0,1,0
1635,1,0.407284768,0.80405781,0.262295082,0,0.443449048,0,1,1,0,1,0
1636,1,0.344370861,0.943857699,0.196721311,0,0.363941769,0,1,1,0,1,0
1637,1,0.30794702,0.955808783,0.180327869,0,0.413213886,0,1,1,0,1,0
1638,1,0.298013245,0.922178988,0.31147541,0,0.399776036,0,1,1,0,1,0
1639,1,0.281456954,0.961089494,0.245901639,0,0.395296753,0,1,1,0,1,0
1640,1,0.268211921,0.974152307,0.295081967,0,0.387458007,0,1,1,0,1,0
1641,1,0.254966887,0.015008338,0.196721311,0,0.410974244,0,1,1,0,1,0
1642,1,0.225165563,0,0.06557377,0,0.491601344,0,1,1,0,1,0
1643,1,0.344370861,0.070872707,0.213114754,0,0.356103024,0,1,1,0,1,0
1644,1,0.407284768,0.954974986,0.262295082,0,0.204927212,0,1,1,0,1,0
1645,1,0.420529801,0.882712618,0.475409836,0,0.146696529,0,1,1,0,1,0
1646,1,0.437086093,0.862423569,0.459016393,0,0.105263158,0,1,1,0,1,0
1647,1,0.506622517,0.901056142,0.31147541,0,0.099664054,0,1,1,0,1,0
1648,1,0.493377483,0.920511395,0.524590164,0,0.063829787,0,1,1,0,1,0
1649,2,0.486754967,0.732907171,0.770491803,0,0.041433371,0,1,1,0,1,0
1650,2,0.490066225,0.751250695,0.573770492,0,0.036954087,0,1,1,0,1,0
1651,2,0.473509934,0.001667593,0.393442623,0,0.051511758,0,1,1,0,1,0
1652,1,0.42384106,0.960255698,0.196721311,0,0.070548712,0,1,1,0,1,0
1653,1,0.314569536,0,0.032786885,0,0.173572228,0,1,1,0,1,0
1654,1,0.258278146,0,0,0,0.230683091,0,1,1,0,1,0
1655,1,0.215231788,0,0.032786885,0,0.328107503,0,1,1,0,1,0
1656,1,0.185430464,0,0.016393443,0,0.382978723,0,1,1,0,1,0
1657,1,0.125827815,0,0.049180328,0,0.482642777,0,1,1,0,1,0
1658,1,0.145695364,0,0.032786885,0,0.427771557,0,1,1,0,1,0
1659,1,0.155629139,0,0.06557377,0,0.431131019,0,1,1,0,1,0
1660,1,0.135761589,0,0.06557377,0,0.552071669,0,1,1,0,1,0
1661,1,0.119205298,0.058643691,0.081967213,0,0.609182531,0,1,1,0,1,0
1662,1,0.119205298,0.646470261,0.114754098,0,0.618141097,0,1,1,0,1,0
1663,1,0.099337748,0,0.06557377,0,0.685330347,0,1,1,0,1,0
1664,1,0.082781457,0,0.049180328,0,0.717805151,0,1,1,0,1,0
1665,1,0.089403974,0.49360756,0.114754098,0,0.707726764,0,1,1,0,1,0
1666,1,0.099337748,0,0.049180328,0,0.727883539,0,1,1,0,1,0
1667,1,0.254966887,0.187604225,0.098360656,0,0.543113102,0,1,1,0,1,0
1668,1,0.394039735,0.191773207,0.163934426,0,0.435610302,0,1,1,0,1,0
1669,1,0.5,0.545302946,0.213114754,0,0.307950728,0,1,1,0,1,0
1670,1,0.529801325,0.241801001,0.344262295,0,0.265397536,0,1,1,0,1,0
1671,2,0.569536424,0.181767649,0.393442623,0,0.204927212,0,1,1,0,1,0
1672,2,0.645695364,0.739299611,0.491803279,0,0.134378499,0,1,1,0,1,0
1673,2,0.632450331,0.747637576,0.606557377,0,0.137737962,0,1,1,0,1,0
1674,2,0.609271523,0.750138966,0.655737705,0,0.191489362,0,1,1,0,1,0
1675,2,0.592715232,0.74041134,0.491803279,0,0.203807391,0,1,1,0,1,0
1676,2,0.556291391,0.782657032,0.409836066,0,0.277715566,0,1,1,0,1,0
1677,2,0.460264901,0,0.06557377,0,0.376259798,0,1,1,0,1,0
1678,2,0.413907285,0.878543635,0.098360656,0,0.452407615,0,1,1,0,1,0
1679,1,0.40397351,0.576153419,0.098360656,0,0.423292273,0,1,1,0,1,0
1680,1,0.420529801,0.727626459,0.229508197,0,0.369540873,0,1,1,0,1,0
1681,1,0.466887417,0.68704836,0.409836066,0,0.302351624,0,1,1,0,1,0
1682,1,0.321192053,0,0.049180328,0,0.482642777,0,1,1,0,1,0
1683,1,0.261589404,0,0.032786885,0,0.537513998,0,1,1,0,1,0
1684,1,0.231788079,0,0.016393443,0,0.596864502,0,1,1,0,1,0
1685,1,0.205298013,0,0.032786885,0,0.609182531,0,1,1,0,1,0
1686,1,0.19205298,0.53557532,0.081967213,0,0.63493841,0,1,1,0,1,0
1687,1,0.225165563,0.881322957,0.081967213,0,0.569988802,0,1,1,0,1,0
1688,1,0.228476821,0.478043357,0.098360656,0,0.589025756,0,1,1,0,1,0
1689,1,0.168874172,0,0.06557377,0,0.685330347,0,1,1,0,1,0
1690,1,0.221854305,0,0.06557377,0,0.623740202,0,1,1,0,1,0
1691,1,0.364238411,0.300722624,0.180327869,0,0.277715566,0,1,1,0,1,0
1692,1,0.440397351,0.03946637,0.409836066,0,0.157894737,0,1,1,0,1,0
1693,1,0.483443709,0.030294608,0.737704918,0,0.129899216,0,1,1,0,1,0
1694,1,0.543046358,0.89688716,0.409836066,0,0.110862262,0,1,1,0,1,0
1695,1,0.549668874,0.008060033,0.491803279,0,0.10862262,0,1,1,0,1,0
1696,2,0.572847682,0.941912173,0.327868852,0,0.088465845,0,1,1,0,1,0
1697,2,0.552980132,0.00889383,0.475409836,0,0.1075028,0,1,1,0,1,0
1698,2,0.549668874,0.008060033,0.475409836,0,0.114221725,0,1,1,0,1,0
1699,2,0.539735099,0.989160645,0.278688525,0,0.142217245,0,1,1,0,1,0
1700,2,0.48013245,0.968871595,0.163934426,0,0.180291153,0,1,1,0,1,0
1701,2,0.360927152,0,0.016393443,0,0.29675252,0,1,1,0,1,0
1702,1,0.370860927,0.74930517,0.278688525,0,0.325867861,0,1,1,0,1,0
1703,1,0.331125828,0.067815453,0.163934426,0,0.393057111,0,1,1,0,1,0
1704,1,0.281456954,0,0.032786885,0,0.462486002,0,1,1,0,1,0
1705,1,0.264900662,0,0.016393443,0,0.498320269,0,1,1,0,1,0
1706,1,0.245033113,0,0.016393443,0,0.535274356,0,1,1,0,1,0
1707,1,0.248344371,0,0.032786885,0,0.561030235,0,1,1,0,1,0
1708,1,0.268211921,0,0.032786885,0,0.56774916,0,1,1,0,1,0
1709,1,0.321192053,0.830461367,0.147540984,0,0.510638298,0,1,1,0,1,0
1710,1,0.314569536,0.928571429,0.213114754,0,0.440089586,0,1,1,0,1,0
1711,1,0.28807947,0.04196776,0.360655738,0,0.515117581,0,1,1,0,1,0
1712,1,0.268211921,0.989716509,0.37704918,0,0.40537514,0,1,1,0,1,0
1713,1,0.248344371,0.993885492,0.327868852,0,0.386338186,0,1,1,0,1,0
1714,1,0.235099338,0.318232351,0.295081967,0,0.303471445,0,1,1,0,1,0
1715,1,0.261589404,0.048916064,0.540983607,0,0.232922732,0,1,1,0,1,0
1716,1,0.298013245,0.025291829,0.409836066,0,0.211646137,0,1,1,0,1,0
1717,1,0.337748344,0.10311284,0.213114754,0,0.169092945,0,1,1,0,1,0
1718,1,0.407284768,0.209005003,0.213114754,0,0.146696529,0,1,1,0,1,0
1719,1,0.450331126,0.209005003,0.278688525,0,0.133258679,0,1,1,0,1,0
1720,1,0.496688742,0.803779878,0.213114754,0,0.091825308,0,1,1,0,1,0
1721,2,0.533112583,0.023068371,0.524590164,0,0.0537514,0,1,1,0,1,0
1722,2,0.516556291,0.0241801,0.590163934,0,0.075027996,0,1,1,0,1,0
1723,2,0.513245033,0.005002779,0.360655738,0,0.085106383,0,1,1,0,1,0
1724,2,0.463576159,0.994163424,0.180327869,0,0.127659574,0,1,1,0,1,0
1725,1,0.40397351,0.715119511,0.131147541,0,0.173572228,0,1,1,0,1,0
1726,1,0.298013245,0,0,0,0.281075028,0,1,1,0,1,0
1727,1,0.231788079,0,0.032786885,0,0.379619261,0,1,1,0,1,0
1728,1,0.21192053,0,0.049180328,0,0.404255319,0,1,1,0,1,0
1729,1,0.304635762,0.845747638,0.180327869,0,0.258678611,0,1,1,0,1,0
1730,1,0.281456954,0.844080044,0.196721311,0,0.276595745,0,1,1,0,1,0
1731,1,0.205298013,0,0.032786885,0,0.371780515,0,1,1,0,1,0
1732,1,0.145695364,0.150639244,0.098360656,0,0.462486002,0,1,1,0,1,0
1733,1,0.109271523,0.740133407,0.098360656,0,0.510638298,0,1,1,0,1,0
1734,1,0.082781457,0.250138966,0.131147541,0,0.575587906,0,1,1,0,1,0
1735,1,0.046357616,0,0.049180328,0,0.645016797,0,1,1,0,1,0
1736,1,0.029801325,0,0.016393443,0,0.624860022,0,1,1,0,1,0
1737,1,0.009933775,0,0.032786885,0,0.692049272,0,1,1,0,1,0
